supplier,month,bnf_name,bnf_code,total_items,total_cost
Microtest,2016-01-01,Pamidronate Disod_I/V Inf 9mg/ml 10ml Vl,0606020P0AAAHAH,1,157.44
Microtest,2016-01-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,22.69
Microtest,2016-01-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,1,18.59
Microtest,2016-01-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,2,55.28
Microtest,2016-01-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,5.54
Microtest,2016-01-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,42.86
Microtest,2016-01-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,13.04
Microtest,2016-02-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,5,229.05
Microtest,2016-02-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,4,466.87
Microtest,2016-02-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,14,502.2
Microtest,2016-02-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,88.87
Microtest,2016-02-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,10,1751.68
Microtest,2016-02-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,127.91
Microtest,2016-02-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,3,266.28
Microtest,2016-02-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,195.95
Microtest,2016-02-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,4,551.9200000000001
Microtest,2016-02-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,409.91999999999996
Microtest,2016-02-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,55.21
Microtest,2016-02-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,2,83.0
Microtest,2016-02-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,16.91
Microtest,2016-02-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,44.62
Microtest,2016-02-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,6.65
Microtest,2016-03-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,78.69
Microtest,2016-03-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,6,199.17
Microtest,2016-03-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,858.44
Microtest,2016-03-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,13,163.26999999999998
Microtest,2016-03-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,7,346.75
Microtest,2016-03-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,7,1816.9899999999998
Microtest,2016-03-01,Levetiracetam_I/V Inf 100mg/ml 5ml Vl,0408010A0AAAJAJ,1,660.06
Microtest,2016-03-01,Amoxicillin Sod_Inj 1g Vl,0501013C0AAAEAE,1,1.13
Microtest,2016-03-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,44.35
Microtest,2016-03-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,177.56
Microtest,2016-03-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,196.1
Microtest,2016-03-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,539.3
Microtest,2016-03-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,636.76
Microtest,2016-03-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,1,110.48
Microtest,2016-03-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,4,181.81
Microtest,2016-03-01,Methotrexate_Inj 2.5mg/ml 2ml Vl,0801030P0AAAIAI,1,27.78
Microtest,2016-03-01,Nutricia_preOp Liq,090402000BBQFA0,2,85.56
Microtest,2016-03-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,16.02
Microtest,2016-04-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,3,224.22
Microtest,2016-04-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,6,199.12
Microtest,2016-04-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,8,1316.71
Microtest,2016-04-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,7,95.06
Microtest,2016-04-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,4,59.28
Microtest,2016-04-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,44.34
Microtest,2016-04-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,35.51
Microtest,2016-04-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,8,388.55
Microtest,2016-04-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,550.34
Microtest,2016-04-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,580.02
Microtest,2016-04-01,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,1,110.44
Microtest,2016-04-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,45.44
Microtest,2016-04-01,Nutricia_preOp Liq,090402000BBQFA0,2,85.53
Microtest,2016-04-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,10.42
Microtest,2016-04-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,5,138.87
Microtest,2016-05-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.15
Microtest,2016-05-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,8,265.52
Microtest,2016-05-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,14.33
Microtest,2016-05-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,862.44
Microtest,2016-05-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,18,192.89999999999998
Microtest,2016-05-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,103.69
Microtest,2016-05-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,2,62.07000000000001
Microtest,2016-05-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,53.27
Microtest,2016-05-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,8,392.02
Microtest,2016-05-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,152.84
Microtest,2016-05-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,656.7299999999999
Microtest,2016-05-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,45.45
Microtest,2016-05-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,24.13
Microtest,2016-05-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,6,260.33
Microtest,2016-05-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,2.72
Microtest,2016-06-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.18
Microtest,2016-06-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,132.8
Microtest,2016-06-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,14.33
Microtest,2016-06-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,475.35999999999996
Microtest,2016-06-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,18,265.33
Microtest,2016-06-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,5,222.21999999999997
Microtest,2016-06-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,8,908.6
Microtest,2016-06-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,127.95
Microtest,2016-06-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,2,53.24
Microtest,2016-06-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,3,147.01
Microtest,2016-06-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,523.2
Microtest,2016-06-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,460.07
Microtest,2016-06-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,3,136.38
Microtest,2016-06-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,27.62
Microtest,2016-06-01,Nutricia_preOp Liq,090402000BBQFA0,1,5.72
Microtest,2016-06-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,1,55.32
Microtest,2016-06-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,22.07
Microtest,2016-06-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,162.03
Microtest,2016-06-01,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp,1502010V0AAAAAA,1,2.72
Microtest,2016-07-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.28
Microtest,2016-07-01,Omeprazole_I/V Inf 40mg Vl,0103050P0AAAVAV,1,42.25
Microtest,2016-07-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,5,166.15
Microtest,2016-07-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,7,484.26000000000005
Microtest,2016-07-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,10,148.39000000000001
Microtest,2016-07-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,29.68
Microtest,2016-07-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,324.79999999999995
Microtest,2016-07-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,128.07
Microtest,2016-07-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,88.88
Microtest,2016-07-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,11,539.64
Microtest,2016-07-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,83.92
Microtest,2016-07-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,604.07
Microtest,2016-07-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,45.5
Microtest,2016-07-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,2,55.99
Microtest,2016-07-01,Nutricia_preOp Liq,090402000BBQFA0,1,7.15
Microtest,2016-07-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,1,55.37
Microtest,2016-07-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,15.68
Microtest,2016-08-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.27
Microtest,2016-08-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,232.26
Microtest,2016-08-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,9,713.67
Microtest,2016-08-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,8,92.11
Microtest,2016-08-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,44.519999999999996
Microtest,2016-08-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,88.77
Microtest,2016-08-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,124.41
Microtest,2016-08-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,196.59
Microtest,2016-08-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,284.17
Microtest,2016-08-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,720.77
Microtest,2016-08-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,45.5
Microtest,2016-08-01,Nutricia_preOp Liq,090402000BBQFA0,1,8.57
Microtest,2016-08-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.84
Microtest,2016-09-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.26
Microtest,2016-09-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,132.9
Microtest,2016-09-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,11,1159.46
Microtest,2016-09-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,15,370.73
Microtest,2016-09-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,6,584.52
Microtest,2016-09-01,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,5.09
Microtest,2016-09-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,8.89
Microtest,2016-09-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,266.55
Microtest,2016-09-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,5,245.7
Microtest,2016-09-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,180.38
Microtest,2016-09-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,674.0899999999999
Microtest,2016-09-01,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,1,236.26
Microtest,2016-09-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,90.99
Microtest,2016-09-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,55.3
Microtest,2016-09-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,1,55.36
Microtest,2016-09-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,15.5
Microtest,2016-09-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,250.24
Microtest,2016-10-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,110.22
Microtest,2016-10-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,99.64
Microtest,2016-10-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,3,237.78
Microtest,2016-10-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,16,229.83999999999997
Microtest,2016-10-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,5,243.18
Microtest,2016-10-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,6,999.93
Microtest,2016-10-01,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,2,72.83
Microtest,2016-10-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,2,195.42
Microtest,2016-10-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,4,196.49
Microtest,2016-10-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,87.7
Microtest,2016-10-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,100.02
Microtest,2016-10-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,68.22999999999999
Microtest,2016-10-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,27.63
Microtest,2016-10-01,Nutricia_preOp Liq,090402000BBQFA0,1,2.86
Microtest,2016-10-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,2,47.88
Microtest,2016-10-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,216.07999999999998
Microtest,2016-11-01,Esomeprazole_Inj 40mg Vl (Dry),0103050E0AAACAC,1,27.55
Microtest,2016-11-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,13,339.4
Microtest,2016-11-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,5,281.44
Microtest,2016-11-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,259.57
Microtest,2016-11-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,176.93
Microtest,2016-11-01,Fluclox Sod_Inj 1g Vl,0501012G0AAAEAE,1,36.4
Microtest,2016-11-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,5,177.59
Microtest,2016-11-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,5,404.92
Microtest,2016-11-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,293.37
Microtest,2016-11-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,2,249.92
Microtest,2016-11-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,1,45.46
Microtest,2016-11-01,Nutricia_preOp Liq,090402000BBQFA0,1,2.86
Microtest,2016-11-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,1,83.42
Microtest,2016-11-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,12.440000000000001
Microtest,2016-11-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,2,47.86
Microtest,2016-12-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,2,66.44
Microtest,2016-12-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,3,291.92
Microtest,2016-12-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,9,123.07000000000001
Microtest,2016-12-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,29.65
Microtest,2016-12-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,4,1039.0
Microtest,2016-12-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,128.03
Microtest,2016-12-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,71.08
Microtest,2016-12-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,49.13
Microtest,2016-12-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,4,360.7
Microtest,2016-12-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,387.05
Microtest,2016-12-01,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,1,136.42
Microtest,2016-12-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,17.46
Microtest,2017-01-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,191.75608
Microtest,2017-01-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,46.06705
Microtest,2017-01-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,59.28552
Microtest,2017-01-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,129.80325
Microtest,2017-01-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,127.95174
Microtest,2017-01-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,2,266.36451
Microtest,2017-01-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.44273
Microtest,2017-01-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,293.40398
Microtest,2017-01-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,29.84896
Microtest,2017-01-01,Toradol_Inj 30mg/ml 1ml Amp,1501042E0BBAAAA,3,29.77228
Microtest,2017-02-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,99.70198
Microtest,2017-02-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,2,28.69806
Microtest,2017-02-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,705.15819
Microtest,2017-02-01,Clopixol Acuphase_Inj 50mg/ml 1ml Amp,040201010BBAAAA,1,44.88502
Microtest,2017-02-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,9,185.44669
Microtest,2017-02-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,5,329.53914000000003
Microtest,2017-02-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,259.86957
Microtest,2017-02-01,Botox_Inj 100u Vl,0409030B0BCAAAE,1,128.08751
Microtest,2017-02-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,62.15941
Microtest,2017-02-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,3,147.46603
Microtest,2017-02-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,4,568.45084
Microtest,2017-02-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,293.71521
Microtest,2017-02-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,113.76028000000001
Microtest,2017-02-01,Viridal Duo_S/Pack Inj 40mcg Cart,0704050B0BCAIBN,1,27.66938
Microtest,2017-02-01,Phenylbutazone_Tab 100mg,1001010Q0AAABAB,1,83.51877
Microtest,2017-02-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,13.74784
Microtest,2017-02-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,1,6.0918
Microtest,2017-02-01,Toradol_Inj 30mg/ml 1ml Amp,1501042E0BBAAAA,3,54.64044
Microtest,2017-02-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,32.365990000000004
Microtest,2017-03-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,1,33.24996
Microtest,2017-03-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,8,442.62877999999995
Microtest,2017-03-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,17,430.39936
Microtest,2017-03-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,29.69469
Microtest,2017-03-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,2,142.29192
Microtest,2017-03-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,2,98.35795
Microtest,2017-03-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,360.92304
Microtest,2017-03-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,387.31683
Microtest,2017-03-01,Viridal Duo_S/Pack Inj 10mcg Cart,0704050B0BCAHBM,1,93.34587
Microtest,2017-03-01,Tocilizumab_I/V Inf 80mg/4ml Vl,1001030W0AAAAAA,1,94.95604
Microtest,2017-03-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,4.33109
Microtest,2017-03-01,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,1,45.77621
Microtest,2017-03-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,4,64.76306
Microtest,2017-04-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,3,99.59631
Microtest,2017-04-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,7,500.48037999999997
Microtest,2017-04-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,20,637.10326
Microtest,2017-04-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,29.63646
Microtest,2017-04-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,194.7104
Microtest,2017-04-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,2,98.20637
Microtest,2017-04-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,165.63568
Microtest,2017-04-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,199.98719
Microtest,2017-04-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,45.4855
Microtest,2017-04-01,Nutricia_preOp Liq,090402000BBQFA0,1,8.73298
Microtest,2017-04-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,6,34.84066
Microtest,2017-05-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,5,166.20838
Microtest,2017-05-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,7.17461
Microtest,2017-05-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,6,588.71324
Microtest,2017-05-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,17,512.05127
Microtest,2017-05-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,148.32476000000003
Microtest,2017-05-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,6,844.8060399999999
Microtest,2017-05-01,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,8.8802
Microtest,2017-05-01,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,88.90713
Microtest,2017-05-01,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,5,245.83358
Microtest,2017-05-01,Ertapenem Sod_I/V Inf 1g Vl (Dry),0501022B0AAAAAA,1,205.37868
Microtest,2017-05-01,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,360.83288
Microtest,2017-05-01,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,497.46681000000007
Microtest,2017-05-01,Viridal Duo_S/Pack Inj 20mcg Cart,0704050B0BCAGBL,2,45.54442
Microtest,2017-05-01,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,8.328330000000001
Microtest,2017-05-01,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,1,10.86505
Microtest,2017-06-01,Pantoprazole_Inj 40mg Vl,0103050R0AAACAC,4,128.13087
Microtest,2017-06-01,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,7.28093
Microtest,2017-06-01,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,3,733.74843
Microtest,2017-06-01,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,22,422.49301
Microtest,2017-06-01,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,7,231.35789
Microtest,2017-06-01,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,324.64605
Microtest,2017-06-01,Botox_Inj 100u Vl,0409030B0BCAAAE,2,305.00714
